event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN13549,"29 January 2024",2024,2,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)",,Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central","Angata Nayokie",Morijo,1.2878,36.65,1,"Citizen (Kenya); Kenya Broadcasting Corporation; Kenyans.co; KTN News (Kenya)",National,"Around 29 January 2024 (as reported), unknown assailants (described as bandits, coded as unidentified ethnic militia) shot dead a person(sources differ on a herder or a police reservist) in Morijo (Samburu Central, Samburu) during a burial ceremony of another police reservist (coded separately).",1,,1707185510
KEN13582,"29 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kiambu,"Thika Town",Gatuanyaga,Kilimambogo,-1.0624,37.2373,2,"Citizen (Kenya); K24; Kenya Broadcasting Corporation; KTN News (Kenya)",National,"On 29 January 2024, residents protested in Mukunike near Kilimambogo (Thika Town, Kiambu) against a court order that has allegedly blocked them from developing their area, following a land dispute. The group demanded county government and area Member of Parliament to prioritize developing the area.",0,"crowd size=no report",1707185510
KEN13552,"29 January 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Students (Kenya)",Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.3677,35.2831,1,"KTN News (Kenya); Star (Kenya)",National,"On 29 January 2024, student shattered window panes of classes at Kericho tea boys' high school (Ainamoi, Kericho) in demonstration against corporal punishment, insufficient diet, and alleged discrimination in extra-curricular activities. Calm was restored after the police, with the support of the principal, teachers and school security team intervened using unspecified means. Form 2, 3 and 4 students were sent home the following day.",0,"crowd size=no report",1729632725
KEN13533,"29 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Labor Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,"Nakuru North",Kabatini,Nakuru,-0.2441,36.142,1,Kenyans.co,National,"On 29 January 2024, workers protested outside the Nakuru memorial war hospital (Nakuru North, Nakuru) against the move by the county officers to block them from accessing the hospital, following a land dispute between the county and the hospital management.",0,"crowd size=no report",1732580143
KEN13531,"28 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Labor Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,"Kajiado East",Kitengela,Kitengela,-1.4761,36.9614,1,"Daily Nation (Kenya); Kenya Broadcasting Corporation",National,"On 28 January 2024, hundreds of traders blocked the Namanga road using unspecified means at the Succos area in the outskirts of Kitengela town (Kajiado East, Kajiado) against alleged harassment by the county reinforcement officers, targeting especially non-locals. The group demanded the county government to address their grievances.",0,"crowd size=hundreds",1707185510
KEN13532,"28 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Labor Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,Loitokitok,Kimana,"Ongata Rongai",-2.75,37.3833,1,"Citizen (Kenya)",National,"On 28 January 2024, traders, mainly food vendors, protested at Kware market in Ongata Rongai (Loitokitok, Kajiado) against uncollected garbage. The group demanded the county government to address the matter.",0,"crowd size=no report",1707185510
KEN13548,"28 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Turkana,"Turkana Central","Lodwar Township",Lodwar,3.1191,35.5973,3,"Star (Kenya)",National,"On 28 January 2024, unknown assailants (described as suspected bandits, coded as unidentified ethnic militia) shot dead three men and injured two others during a raid in Nakwakal village (coded to the county headquarters as Lodwar, Turkana Central, Turkana). Four goats and a camel were also shot dead as the attackers made away with 200 camels and an unknown number of goats.",3,,1707185510
KEN13548,"28 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)",,Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Turkana,"Turkana Central","Lodwar Township",Lodwar,3.1191,35.5973,3,"Star (Kenya)",National,"On 28 January 2024, unknown assailants (described as suspected bandits, coded as unidentified ethnic militia) shot dead three men and injured two others during a raid in Nakwakal village (coded to the county headquarters as Lodwar, Turkana Central, Turkana). Four goats and a camel were also shot dead as the attackers made away with 200 camels and an unknown number of goats.",3,,1707185510
KEN13555,"28 January 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Taxi Drivers (Kenya); Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central","Nyalenda B",Kibuye,-0.1421,34.733,1,"Citizen (Kenya); Kenyans.co",National,"On 28 January 2024, a mob, mainly boda boda taxi operators, lynched a man in Kibuye (Kisumu Central, Kisumu) for being a member of a gang responsible for insecurity in the area.",1,"crowd size=no report",1707185510
KEN13555,"28 January 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central","Nyalenda B",Kibuye,-0.1421,34.733,1,"Citizen (Kenya); Kenyans.co",National,"On 28 January 2024, a mob, mainly boda boda taxi operators, lynched a man in Kibuye (Kisumu Central, Kisumu) for being a member of a gang responsible for insecurity in the area.",1,"crowd size=no report",1707185510
KEN13556,"28 January 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Taxi Drivers (Kenya); Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central",Railways,Kisumu,-0.1,34.75,1,"Citizen (Kenya); Kenyans.co",National,"On 28 January 2024, a mob, mainly boda boda taxi operators, dragged a man out of the Jaramogi Oginga Odinga hospital before lynching him at the main entrance in Kisumu (Kisumu Central, Kisumu) after he confessed to robbing and killing a businesswoman. Police lobbed teargas (other sources mention fired in the air) to disperse the group.",1,"crowd size=no report",1719274252
KEN13556,"28 January 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Police Forces of Kenya (2022-)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central",Railways,Kisumu,-0.1,34.75,1,"Citizen (Kenya); Kenyans.co",National,"On 28 January 2024, a mob, mainly boda boda taxi operators, dragged a man out of the Jaramogi Oginga Odinga hospital before lynching him at the main entrance in Kisumu (Kisumu Central, Kisumu) after he confessed to robbing and killing a businesswoman. Police lobbed teargas (other sources mention fired in the air) to disperse the group.",1,"crowd size=no report",1719274252
KEN13581,"28 January 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Siaya,"Alego Usonga",Usonga,Sidundo,0.088,34.0946,2,"Citizen (Kenya)",National,"Around 28 January 2024 (as reported), residents of Sidundo and Mulambo gathered in or around Sidundo (Alego Usonga, Siaya) against sand harvesting that is destroying their environment. The group demanded the National Environment Management Authority, to stop sand harvesting in the area.",0,"crowd size=no report",1722903300
KEN13546,"28 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Isiolo,Isiolo,"Bula Pesa",Isiolo,0.3546,37.5822,2,"Citizen (Kenya); Star (Kenya)",National,"On 28 January 2024, unknown assailants (described as suspected bandits, coded as unidentified ethnic militia) shot and injured a lawyer traveling along the Isiolo-Modogashe road near Laga Logo (coded to the nearest known location as Isiolo, Isiolo, Isiolo). The victim later succumbed to the gunshot wounds. The group took his belongings.",1,,1725317859
KEN13546,"28 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Lawyers (Kenya)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Isiolo,Isiolo,"Bula Pesa",Isiolo,0.3546,37.5822,2,"Citizen (Kenya); Star (Kenya)",National,"On 28 January 2024, unknown assailants (described as suspected bandits, coded as unidentified ethnic militia) shot and injured a lawyer traveling along the Isiolo-Modogashe road near Laga Logo (coded to the nearest known location as Isiolo, Isiolo, Isiolo). The victim later succumbed to the gunshot wounds. The group took his belongings.",1,,1725317859
KEN13540,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Labor Group (Kenya); Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,1,"Daily Nation (Kenya); Kenya Standard",National,"On 27 January 2024, hundreds of women, joined by human rights defenders and female athletes, marched in Eldoret (Moiben, Uasin Gishu) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=hundreds",1707185510
KEN13565,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kilifi,"Kilifi North",Sokoni,Kilifi,-3.633,39.85,1,"Daily Nation (Kenya); NTV (Kenya)","New media-National","On 27 January 2024, residents marched in Kilifi town (Kilifi North, Kilifi) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1707185510
KEN13568,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,2,"Daily Nation (Kenya); KTN News (Kenya); Star (Kenya)",National,"On 27 January 2024, thousands of residents and women leaders from different organizations marched from Moi Avenue streets (Mapembeni) to Tonoka social hall in Mombasa (Mvita, Mombasa) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=thousands",1707185510
KEN13571,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Turkana,"Turkana Central","Lodwar Township",Lodwar,3.1191,35.5973,1,"Daily Nation (Kenya)",National,"On 27 January 2024, residents marched in Lodwar town (Turkana Central, Turkana) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1707185510
KEN13579,"27 January 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Machakos,Matungulu,"Matungulu West",Yatta,-1.2443,37.2527,2,"KTN News (Kenya)",National,"Around 27 January 2024 (as reported), residents protested in Kisimani near Yatta (Matungulu, Machakos) against political leaders allegedly derailing government development efforts, following the recent clash between the Yatta member of parliament (WDM, Azimio) and a UDA-Kenya Kwanza aspirant for the Machakos county vice chair position during a relief food distribution exercise (coded separately). The group demanded security officers to help address the matter.",0,"crowd size=no report",1712100228
KEN13569,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Africa News; AP; Capital FM; Citizen (Kenya); Daily Nation (Kenya); Kenya Standard; KTN News (Kenya); Star (Kenya)",Subnational-National,"On 27 January 2024, thousands of women, joined by feminists, civil society, political leaders, Law Society of Kenya representatives, and human rights defenders marched (with some scolding at the Nairobi women representative) in Nairobi (Starehe, Nairobi) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=thousands",1716327793
KEN13577,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kiambu,Kikuyu,Karai,"Mai A Ihii",-1.26,36.6522,1,"Citizen (Kenya); Kenya Standard",National,"On 27 January 2024, residents protested at Mai A Ihii police post (Kikuyu, Kiambu) against the death of a detainee in a police cell allegedly through suicide. The group demanded police to investigate and establish the exact cause of the death.",0,"crowd size=no report",1716850488
KEN13542,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Azimio la Umoja One Kenya Coalition Party; ODM: Orange Democratic Movement; Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central",Railways,Kisumu,-0.1,34.75,1,"Kenya Standard; KTN News (Kenya); Star (Kenya)",National,"On 27 January 2024, residents (mainly women), joined by human rights defenders, civil society organizations and a Kisumu woman representative (ODM, Azimio) converged in Kondele before marching to Kisumu town centre (Kisumu Central, Kisumu) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1719274252
KEN13578,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kiambu,"Thika Town","Thika Township",Thika,-1.05,37.0833,1,"Kenya Standard",National,"On 27 January 2024, residents protested in Thika (Thika Town, Kiambu) against the alleged move by land grabbers to invade cemetery land. The group demanded the deputy president, the governor and other leaders from the area to help address the matter.",0,"crowd size=no report",1719274252
KEN13564,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Isiolo,Isiolo,"Bula Pesa",Isiolo,0.3546,37.5822,1,"Daily Nation (Kenya); K24",National,"On 27 January 2024, women from various civil society and youth advocacy gathered and conducted vigil by lighting candles in Isiolo (Isiolo, Isiolo) (Matayos, Busia) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1725317859
KEN13566,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kisii,"Nyaribari Chache","Kisii Central",Kisii,-0.6833,34.7667,1,"Citizen (Kenya); Daily Nation (Kenya)",National,"On 27 January 2024, residents joined by human rights defenders marched in Kisii town (Nyaribari Chache, Kisii) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1725924060
KEN13562,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Busia,Matayos,Burumba,Busia,0.46,34.112,1,"Citizen (Kenya)",National,"On 27 January 2024, women protested in Busia (Matayos, Busia) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1727134524
KEN13580,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Siaya,Rarieda,"East Asembo",Kamalumbe,-0.1402,34.389,1,"K24; Kenya Broadcasting Corporation; Star (Kenya)",National,"On 27 January 2024, residents protested in Kamalumbe (Rarieda, Siaya) against the organizers and perpetrators of the attack on a gold mining site (coded separately). The group demanded the police to arrest and charge all those involved including the local member of county assembly.",0,"crowd size=no report",1727740326
KEN13528,"27 January 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Health Workers (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Homa Bay","Homa Bay Town","Homa Bay Central","Homa Bay",-0.5273,34.4571,1,"KTN News (Kenya)",National,"Around 27 January 2024 (as reported), doctors gathered and sang solidarity songs in Homa Bay (Homa Bay Town, Homa Bay) against lack of promotions, among other grievances. Led by representatives from the Kenya Medical Practitioners Pharmacists Dentists Union, the group demanded the county government to address the matter.",0,"crowd size=no report",1729632725
KEN13563,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Homa Bay","Homa Bay Town","Homa Bay Central","Homa Bay",-0.5273,34.4571,1,"Daily Nation (Kenya)",National,"On 27 January 2024, residents joined by human rights defenders marched in Homa Bay town (Homa Bay Town, Homa Bay Town) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims",0,"crowd size=no report",1729632725
KEN13567,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Machakos,Machakos,Township,Machakos,-1.5167,37.2667,1,"Daily Nation (Kenya); KTN News (Kenya)",National,"On 27 January 2024, residents marched in Machakos (Machakos, Machakos) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1729632725
KEN13570,"27 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,"Nakuru North",Kabatini,Nakuru,-0.2441,36.142,1,"Daily Nation (Kenya); Kenya Standard; NTV (Kenya)","New media-National","On 27 January 2024, residents, joined by gender based violence and human rights defenders marched in Nakuru (Nakuru North, Nakuru) against increased femicide cases. The group demanded the government to address the matter as well as justice for the victims.",0,"crowd size=no report",1732580143
KEN13519,"26 January 2024",2024,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Kenya)",,"Political militia","Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kakamega,Lugari,Lugari,Lunyito,0.6732,34.8749,1,"Facebook; Opera News (Kenya)","New media-National","Around 26 January 2024 (as reported), unknown assailants (coded as unidentified armed group) attacked and killed a woman, before dousing the body with acid then setting it a blaze and dumping in Lunyito (Lugari, Kakamega) over unclear reasons.",1,,1706579765
KEN13519,"26 January 2024",2024,2,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Women (Kenya)",Civilians,"Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kakamega,Lugari,Lugari,Lunyito,0.6732,34.8749,1,"Facebook; Opera News (Kenya)","New media-National","Around 26 January 2024 (as reported), unknown assailants (coded as unidentified armed group) attacked and killed a woman, before dousing the body with acid then setting it a blaze and dumping in Lunyito (Lugari, Kakamega) over unclear reasons.",1,,1706579765
KEN13541,"26 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Muslim Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Daily Nation (Kenya); KTN News (Kenya)",National,"On 26 January 2024, a section of members of the Supreme Council of Kenyan Muslims Supkem protested outside the council offices in Nairobi (Starehe, Nairobi) against the refusal of the current chairman (Hassan Ole Nado) to leave office, following the gazettement of a new chairman (Yusuf Nzibo) by the registrar of societies. The group demanded the government to help address the matter.",0,"crowd size=no report",1716327793
KEN13576,"26 January 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Kenya)",,Protesters,"State forces-Protesters",,404,"Eastern Africa",Kenya,Narok,"Narok West",Naikarra,Esoit,-1.7566,35.4526,1,"Citizen (Kenya); Star (Kenya)",National,"On 26 January 2024, residents protested in Esoit (Narok West, Narok) against alleged grabbing of their land by unknown people. Police intervened and lobbed teargas to disperse the group.",0,"crowd size=no report",1716850488
KEN13576,"26 January 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Police Forces of Kenya (2022-)",,"State forces","State forces-Protesters",,404,"Eastern Africa",Kenya,Narok,"Narok West",Naikarra,Esoit,-1.7566,35.4526,1,"Citizen (Kenya); Star (Kenya)",National,"On 26 January 2024, residents protested in Esoit (Narok West, Narok) against alleged grabbing of their land by unknown people. Police intervened and lobbed teargas to disperse the group.",0,"crowd size=no report",1716850488
KEN13518,"26 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nyeri,"Nyeri Central",Rware,Nyeri,-0.4167,36.95,1,"Daily Nation (Kenya); K24; Kenya Broadcasting Corporation; Kenya Standard; NTV (Kenya)","New media-National","On 26 January 2024, hundreds of human rights defenders, people living with disabilities, survivors of torture, gender-based violence and human trafficking marched in Nyeri town (Nyeri Central, Nyeri) against increased femicide cases. The group demanded the government to declare femicide a national emergency.",0,"crowd size=hundreds",1724714155
KEN13575,"26 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Meru,"Igembe Central","Athiru Ruujine",Kiutine,0.2896,38.0709,1,"Citizen (Kenya); K24; Star (Kenya)",National,"On 26 January 2024, residents disrupted President Ruto's rally by scolding at the area governor in Kiutine (Igembe Central, Meru) over unclear reasons. The governor had to cut short her speech.",0,"crowd size=no report",1725924060
KEN13511,"25 January 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Government of Kenya (2022-); ODM: Orange Democratic Movement; Azimio la Umoja One Kenya Coalition Party; Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Lamu,"Lamu West",Shella,"Manda Bay",-2.2722,40.9472,1,"Citizen (Kenya)",National,"Around 25 January 2024 (as reported), more than 200 residents from Shella ward, led by the member of county assembly (ODM, Azimio), attacked a group of fishermen in Manda Bay (Lamu West, Lamu) for allegedly engaging in illegal fishing. No details on the injuries.",0,"crowd size=more than 200",1706579765
KEN13511,"25 January 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Fishers (Kenya)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Lamu,"Lamu West",Shella,"Manda Bay",-2.2722,40.9472,1,"Citizen (Kenya)",National,"Around 25 January 2024 (as reported), more than 200 residents from Shella ward, led by the member of county assembly (ODM, Azimio), attacked a group of fishermen in Manda Bay (Lamu West, Lamu) for allegedly engaging in illegal fishing. No details on the injuries.",0,"crowd size=more than 200",1706579765
KEN13526,"25 January 2024",2024,2,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central",Maralal,Maralal,1.0968,36.698,2,"Star (Kenya)",National,"Around 25 January 2024 (as reported), unknown assailants (described as gunmen, likely unidentified ethnic militia due to pastoral violence in the area) shot into the air to stop two motorists traveling along the Lorok- Lemogo- Maralal road (coded as Maralal, Samburu Central, Samburu), before looting their valuables and an unknown amount of money. The incident happened in the context of increased pastoral militia attacks in the area.",0,,1710202795
KEN13526,"25 January 2024",2024,2,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)",,Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central",Maralal,Maralal,1.0968,36.698,2,"Star (Kenya)",National,"Around 25 January 2024 (as reported), unknown assailants (described as gunmen, likely unidentified ethnic militia due to pastoral violence in the area) shot into the air to stop two motorists traveling along the Lorok- Lemogo- Maralal road (coded as Maralal, Samburu Central, Samburu), before looting their valuables and an unknown amount of money. The incident happened in the context of increased pastoral militia attacks in the area.",0,,1710202795
KEN13515,"25 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Baringo,"Baringo Central",Ewalel,Kaptumo,0.5785,35.8005,1,"Daily Nation (Kenya)",National,"On 25 January 2024, parents protested in Kaptumo (Baringo Central, Baringo) against the exclusion of Kaptumo Primary from having a Junior Secondary School (JSS) program. The group demanded the government to help address the matter.",0,"crowd size=no report",1712695434
KEN13513,"25 January 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Kenya)","Protesters (International)",Protesters,"State forces-Protesters",,404,"Eastern Africa",Kenya,Nairobi,Westlands,,"Nairobi - Westlands",-1.2379,36.7879,1,"Africa News; Al Jazeera; Kenya Broadcasting Corporation; Kenyans.co",National-Regional,"On 25 January 2024, human rights defenders protested outside the German Embassy at 113 Riverside Drive neighborhood of Nairobi - Westlands (Westlands, Nairobi) against Germany's increased support of Israel, following the conflict situation in the Gaza Strip. Police intervened and lobbed teargas to disperse the group. Three foreigners (German, French and American) and a Kenyan were arrested (other sources mention three people) during the incident.",0,"crowd size=no report",1716327793
KEN13513,"25 January 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Police Forces of Kenya (2022-)",,"State forces","State forces-Protesters",,404,"Eastern Africa",Kenya,Nairobi,Westlands,,"Nairobi - Westlands",-1.2379,36.7879,1,"Africa News; Al Jazeera; Kenya Broadcasting Corporation; Kenyans.co",National-Regional,"On 25 January 2024, human rights defenders protested outside the German Embassy at 113 Riverside Drive neighborhood of Nairobi - Westlands (Westlands, Nairobi) against Germany's increased support of Israel, following the conflict situation in the Gaza Strip. Police intervened and lobbed teargas to disperse the group. Three foreigners (German, French and American) and a Kenyan were arrested (other sources mention three people) during the incident.",0,"crowd size=no report",1716327793
KEN13516,"25 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kisii,"Nyaribari Chache","Kisii Central",Kisii,-0.6833,34.7667,1,"Citizen (Kenya)",National,"On 25 January 2024, women protested in Kisii (Nyaribari Chache, Kisii) against infighting among the local political leaders. The group demanded the cabinet secretary for international secretary to help address the matter.",0,"crowd size=no report",1725924060
KEN13517,"25 January 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Miners (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Siaya,Rarieda,"West Asembo",Rarieda,-0.2017,34.3386,2,"Capital FM; K24; Kenya Broadcasting Corporation; KTN News (Kenya)",National,"On 25 January 2024, a mob of mainly artisanal miners stormed out of a public participation meeting organized by the area member of county assembly in Lumba Kobong' near Rarieda (Rarieda, Siaya). The group was armed with mining tools, raided a gold processing company, with some demolishing the perimeter wall while others attacked company workers and their superiors (including an armed Chinese national) accusing the company proprietors for erecting a wall without engaging them. Two people were killed and several others sustained injuries during the incident.",2,"crowd size=no report",1727740326
KEN13517,"25 January 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Civilians (China); Labor Group (China); Labor Group (Kenya)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Siaya,Rarieda,"West Asembo",Rarieda,-0.2017,34.3386,2,"Capital FM; K24; Kenya Broadcasting Corporation; KTN News (Kenya)",National,"On 25 January 2024, a mob of mainly artisanal miners stormed out of a public participation meeting organized by the area member of county assembly in Lumba Kobong' near Rarieda (Rarieda, Siaya). The group was armed with mining tools, raided a gold processing company, with some demolishing the perimeter wall while others attacked company workers and their superiors (including an armed Chinese national) accusing the company proprietors for erecting a wall without engaging them. Two people were killed and several others sustained injuries during the incident.",2,"crowd size=no report",1727740326
KEN15552,"25 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Kenya)",,"Political militia","Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Siaya,"Alego Usonga","North Alego",Ramba,0.0819,34.3651,1,"Daily Nation (Kenya)",National,"On 25 January 2024, unknown gunmen (coded as an unidentified armed group) invaded a gold mining site owned by a private investor and killed two workers in Ramba (Alego Usonga, Siaya) The attack is linked to business rivalry and dispute over the mining site.",2,,1730180181
